ProjectName;Project RunDateTime;Replication;Name;Type;Source;Average;Columna1;BatchMeansHalfWidth;Minimum;Maximum;NumberObservations;GroupByKey;RepsRequested;AverageOfAverage;StDevOfAverage;ConfidenceInterval;HalfWidth;MinimumAverage;MaximumAverage;OverallMinimum;OverallMaximum;AverageNumberObservations;SummaryHalfWidth;RepsWithStatObserved;Observed=Requested
Unnamed Project;2025-07-25 11:06:31;32;ATM 3.Queue;Waiting Time;Queue;0;0;2E+20;0;0;2;Unnamed ProjectATM 3.QueueWaiting TimeQueue;40;4.71535E-05;0.000109031;0.95;6.5887E-05;0;0.000380064;0;0.003544674;5.230769231;6.5887E-05;13;0
Unnamed Project;2025-07-25 11:06:31;36;ATM 3.Queue;Waiting Time;Queue;0;0;2E+20;0;0;1;Unnamed ProjectATM 3.QueueWaiting TimeQueue;40;4.71535E-05;0.000109031;0.95;6.5887E-05;0;0.000380064;0;0.003544674;5.230769231;6.5887E-05;13;0
Unnamed Project;2025-07-25 11:06:31;37;ATM 3.Queue;Waiting Time;Queue;0;0;2E+20;0;0;2;Unnamed ProjectATM 3.QueueWaiting TimeQueue;40;4.71535E-05;0.000109031;0.95;6.5887E-05;0;0.000380064;0;0.003544674;5.230769231;6.5887E-05;13;0
Unnamed Project;2025-07-25 11:06:31;38;ATM 3.Queue;Waiting Time;Queue;0;0;2E+20;0;0;10;Unnamed ProjectATM 3.QueueWaiting TimeQueue;40;4.71535E-05;0.000109031;0.95;6.5887E-05;0;0.000380064;0;0.003544674;5.230769231;6.5887E-05;13;0
Unnamed Project;2025-07-25 11:06:31;1;CajeroBanco.Queue;Waiting Time;Queue;0.081949035;4.9169421;3E+20;0;0.376573789;337;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;2;CajeroBanco.Queue;Waiting Time;Queue;0.046682062;2.800923715;2E+20;0;0.183187343;315;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;3;CajeroBanco.Queue;Waiting Time;Queue;0.059413648;3.564818892;3E+20;0;0.412758753;323;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;4;CajeroBanco.Queue;Waiting Time;Queue;0.072047858;4.322871489;3E+20;0;0.229783009;338;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;5;CajeroBanco.Queue;Waiting Time;Queue;0.036750803;2.2050482;2E+20;0;0.229622979;317;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;6;CajeroBanco.Queue;Waiting Time;Queue;0.17444424;10.46665442;3E+20;0;0.396425099;347;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;7;CajeroBanco.Queue;Waiting Time;Queue;0.043786065;2.62716388;2E+20;0;0.299579859;318;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;8;CajeroBanco.Queue;Waiting Time;Queue;0.083923581;5.035414845;2E+20;0;0.327030734;313;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;9;CajeroBanco.Queue;Waiting Time;Queue;0.06225851;3.735510571;3E+20;0;0.432006616;327;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;10;CajeroBanco.Queue;Waiting Time;Queue;0.091564333;5.493859984;3E+20;0;0.35088795;333;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;11;CajeroBanco.Queue;Waiting Time;Queue;0.063758803;3.825528174;3E+20;0;0.33449047;328;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;12;CajeroBanco.Queue;Waiting Time;Queue;0.075957167;4.557430027;3E+20;0;0.293710936;339;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;13;CajeroBanco.Queue;Waiting Time;Queue;0.09490479;5.694287381;3E+20;0;0.332015166;337;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;14;CajeroBanco.Queue;Waiting Time;Queue;0.046748589;2.804915345;3E+20;0;0.244736667;335;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;15;CajeroBanco.Queue;Waiting Time;Queue;0.109281149;6.55686896;2E+20;0;0.303611869;319;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;16;CajeroBanco.Queue;Waiting Time;Queue;0.062248668;3.734920066;2E+20;0;0.252516637;318;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;17;CajeroBanco.Queue;Waiting Time;Queue;0.060032564;3.601953853;3E+20;0;0.240309624;321;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;18;CajeroBanco.Queue;Waiting Time;Queue;0.121694591;7.30167547;3E+20;0;0.447068417;334;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;19;CajeroBanco.Queue;Waiting Time;Queue;0.081362487;4.881749221;3E+20;0;0.446398798;330;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;20;CajeroBanco.Queue;Waiting Time;Queue;0.028714666;1.722879987;2E+20;0;0.179406264;315;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;21;CajeroBanco.Queue;Waiting Time;Queue;0.084333841;5.060030476;2E+20;0;0.542692645;317;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;22;CajeroBanco.Queue;Waiting Time;Queue;0.04372505;2.623502975;2E+20;0;0.247981135;317;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;23;CajeroBanco.Queue;Waiting Time;Queue;0.038814134;2.328848044;3E+20;0;0.168444231;324;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;24;CajeroBanco.Queue;Waiting Time;Queue;0.042128206;2.527692354;2E+20;0;0.251537891;308;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;25;CajeroBanco.Queue;Waiting Time;Queue;0.043729398;2.623763863;0.013698592;0;0.174397554;343;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;26;CajeroBanco.Queue;Waiting Time;Queue;0.095379054;5.722743245;3E+20;0;0.353956615;331;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;27;CajeroBanco.Queue;Waiting Time;Queue;0.070829407;4.249764424;3E+20;0;0.419024849;332;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;28;CajeroBanco.Queue;Waiting Time;Queue;0.056891866;3.413511958;3E+20;0;0.243973279;320;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;29;CajeroBanco.Queue;Waiting Time;Queue;0.060533018;3.631981091;3E+20;0;0.195209328;332;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;30;CajeroBanco.Queue;Waiting Time;Queue;0.031960774;1.917646431;0.013643122;0;0.218905523;332;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;31;CajeroBanco.Queue;Waiting Time;Queue;0.07549324;4.529594417;3E+20;0;0.283192666;323;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;32;CajeroBanco.Queue;Waiting Time;Queue;0.112946394;6.776783664;3E+20;0;0.547970627;324;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;33;CajeroBanco.Queue;Waiting Time;Queue;0.13950189;8.370113415;3E+20;0;0.463218104;334;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;34;CajeroBanco.Queue;Waiting Time;Queue;0.067312299;4.038737933;0.033550752;0;0.361031285;325;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;35;CajeroBanco.Queue;Waiting Time;Queue;0.093695942;5.621756548;3E+20;0;0.411886696;327;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;36;CajeroBanco.Queue;Waiting Time;Queue;0.050089378;3.005362686;3E+20;0;0.338789371;330;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;37;CajeroBanco.Queue;Waiting Time;Queue;0.047006651;2.82039904;3E+20;0;0.256205086;332;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;38;CajeroBanco.Queue;Waiting Time;Queue;0.057606983;3.456418983;0.023661085;0;0.383356881;340;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;39;CajeroBanco.Queue;Waiting Time;Queue;0.229580429;13.77482571;3E+20;0;0.471214306;355;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;40;CajeroBanco.Queue;Waiting Time;Queue;0.210803948;12.64823688;3E+20;0;0.617485109;336;Unnamed ProjectCajeroBanco.QueueWaiting TimeQueue;40;0.078747138;0.044703815;0.95;0.014296974;0.028714666;0.229580429;0;0.617485109;328.15;0.014296974;40;1
Unnamed Project;2025-07-25 11:06:31;1;Crear_acces.Queue;Waiting Time;Queue;0.00643557;0.386134217;2E+20;0;0.194134833;39;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;2;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;29;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;3;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;40;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;4;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;39;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;5;Crear_acces.Queue;Waiting Time;Queue;0.002459524;0.14757144;2E+20;0;0.040208316;30;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;6;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;30;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;7;Crear_acces.Queue;Waiting Time;Queue;0.002970786;0.17824716;2E+20;0;0.101006724;34;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;8;Crear_acces.Queue;Waiting Time;Queue;0.024499873;1.469992401;2E+20;0;0.284460698;39;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;9;Crear_acces.Queue;Waiting Time;Queue;8.47756E-05;0.005086537;2E+20;0;0.003051922;36;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;10;Crear_acces.Queue;Waiting Time;Queue;0.002469281;0.148156887;2E+20;0;0.050648591;38;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;11;Crear_acces.Queue;Waiting Time;Queue;0.001865635;0.111938117;2E+20;0;0.032667633;42;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;12;Crear_acces.Queue;Waiting Time;Queue;0.013884897;0.833093843;2E+20;0;0.199440967;41;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;13;Crear_acces.Queue;Waiting Time;Queue;0.016335983;0.980158981;2E+20;0;0.244485408;45;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;14;Crear_acces.Queue;Waiting Time;Queue;0.024205984;1.452359058;2E+20;0;0.375558301;44;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;15;Crear_acces.Queue;Waiting Time;Queue;0.029460155;1.767609296;2E+20;0;0.204445049;46;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;16;Crear_acces.Queue;Waiting Time;Queue;0.001243394;0.074603659;2E+20;0;0.030944546;38;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;17;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;34;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;18;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;45;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;19;Crear_acces.Queue;Waiting Time;Queue;0.001974192;0.11845155;2E+20;0;0.076993507;39;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;20;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;37;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;21;Crear_acces.Queue;Waiting Time;Queue;0.010820051;0.649203043;2E+20;0;0.198014231;44;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;22;Crear_acces.Queue;Waiting Time;Queue;0.003593808;0.215628469;2E+20;0;0.11500185;32;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;23;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;34;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;24;Crear_acces.Queue;Waiting Time;Queue;0.016617973;0.997078364;2E+20;0;0.228913312;37;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;25;Crear_acces.Queue;Waiting Time;Queue;0.002928324;0.175699423;2E+20;0;0.08237023;32;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;26;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;35;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;27;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;33;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;28;Crear_acces.Queue;Waiting Time;Queue;0.001774876;0.106492558;2E+20;0;0.063895535;36;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;29;Crear_acces.Queue;Waiting Time;Queue;0.005327399;0.319643933;2E+20;0;0.105475428;45;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;30;Crear_acces.Queue;Waiting Time;Queue;0.006001838;0.360110257;2E+20;0;0.109978913;35;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;31;Crear_acces.Queue;Waiting Time;Queue;0.002791455;0.167487285;2E+20;0;0.100492371;36;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;32;Crear_acces.Queue;Waiting Time;Queue;0.021148051;1.268883057;2E+20;0;0.254190059;48;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;33;Crear_acces.Queue;Waiting Time;Queue;0.007272867;0.436372039;2E+20;0;0.117426279;34;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;34;Crear_acces.Queue;Waiting Time;Queue;0.001169163;0.070149776;2E+20;0;0.024400449;39;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;35;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;38;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;36;Crear_acces.Queue;Waiting Time;Queue;4.79566E-05;0.002877399;2E+20;0;0.001582569;33;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;37;Crear_acces.Queue;Waiting Time;Queue;0.001172968;0.070378098;2E+20;0;0.049264669;42;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;38;Crear_acces.Queue;Waiting Time;Queue;0;0;2E+20;0;0;42;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;39;Crear_acces.Queue;Waiting Time;Queue;0.001535274;0.092116427;2E+20;0;0.048971925;42;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;40;Crear_acces.Queue;Waiting Time;Queue;0.018405965;1.104357878;2E+20;0;0.247049558;48;Unnamed ProjectCrear_acces.QueueWaiting TimeQueue;40;0.00571245;0.008186681;0.95;0.002618228;0;0.029460155;0;0.375558301;38.25;0.002618228;40;1
Unnamed Project;2025-07-25 11:06:31;1;edit.Queue;Waiting Time;Queue;0.004246907;0.254814441;2E+20;0;0.061535005;27;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;2;edit.Queue;Waiting Time;Queue;0;0;2E+20;0;0;31;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;3;edit.Queue;Waiting Time;Queue;0.001749513;0.104970795;2E+20;0;0.051322687;34;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;4;edit.Queue;Waiting Time;Queue;0.001239813;0.074388773;2E+20;0;0.029755509;24;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
