ProjectName;Project RunDateTime;Replication;Name;Type;Source;Average;Columna1;BatchMeansHalfWidth;Minimum;Maximum;NumberObservations;GroupByKey;RepsRequested;AverageOfAverage;StDevOfAverage;ConfidenceInterval;HalfWidth;MinimumAverage;MaximumAverage;OverallMinimum;OverallMaximum;AverageNumberObservations;SummaryHalfWidth;RepsWithStatObserved;Observed=Requested
Unnamed Project;2025-07-25 11:06:31;5;edit.Queue;Waiting Time;Queue;0;0;2E+20;0;0;34;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;6;edit.Queue;Waiting Time;Queue;0;0;2E+20;0;0;24;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;7;edit.Queue;Waiting Time;Queue;0.000651994;0.039119642;2E+20;0;0.020211815;31;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;8;edit.Queue;Waiting Time;Queue;0.044023368;2.641402104;2E+20;0;0.269851913;28;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;9;edit.Queue;Waiting Time;Queue;0.010230312;0.613818727;2E+20;0;0.140612761;24;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;10;edit.Queue;Waiting Time;Queue;0.000679763;0.040785781;2E+20;0;0.021072654;31;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;11;edit.Queue;Waiting Time;Queue;0;0;2E+20;0;0;23;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;12;edit.Queue;Waiting Time;Queue;0.007758903;0.465534204;2E+20;0;0.138279008;26;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;13;edit.Queue;Waiting Time;Queue;7.64484E-05;0.004586905;2E+20;0;0.001538521;26;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;14;edit.Queue;Waiting Time;Queue;0.032244345;1.934660702;2E+20;0;0.375828303;29;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;15;edit.Queue;Waiting Time;Queue;0.027896031;1.673761841;2E+20;0;0.195360582;32;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;16;edit.Queue;Waiting Time;Queue;0.002113432;0.126805901;2E+20;0;0.053968203;33;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;17;edit.Queue;Waiting Time;Queue;0.001267156;0.07602934;2E+20;0;0.041816137;33;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;18;edit.Queue;Waiting Time;Queue;0.017449775;1.046986516;2E+20;0;0.279196404;16;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;19;edit.Queue;Waiting Time;Queue;0.002166902;0.130014114;2E+20;0;0.049838744;23;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;20;edit.Queue;Waiting Time;Queue;0;0;2E+20;0;0;27;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;21;edit.Queue;Waiting Time;Queue;0.010667302;0.6400381;2E+20;0;0.136870936;35;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;22;edit.Queue;Waiting Time;Queue;0.000801841;0.048110479;2E+20;0;0.020847874;26;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;23;edit.Queue;Waiting Time;Queue;0.008226955;0.493617302;2E+20;0;0.251390709;32;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;24;edit.Queue;Waiting Time;Queue;0.038919764;2.335185853;2E+20;0;0.245228667;34;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;25;edit.Queue;Waiting Time;Queue;0.002866714;0.172002825;2E+20;0;0.09173484;32;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;26;edit.Queue;Waiting Time;Queue;0.000900759;0.054045553;2E+20;0;0.032427332;36;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;27;edit.Queue;Waiting Time;Queue;0;0;2E+20;0;0;30;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;28;edit.Queue;Waiting Time;Queue;0.001149461;0.068967665;2E+20;0;0.040231138;35;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;29;edit.Queue;Waiting Time;Queue;0.009648731;0.57892388;2E+20;0;0.096162825;37;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;30;edit.Queue;Waiting Time;Queue;0.011917331;0.715039886;2E+20;0;0.150609846;31;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;31;edit.Queue;Waiting Time;Queue;0;0;2E+20;0;0;23;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;32;edit.Queue;Waiting Time;Queue;0.014293493;0.857609591;2E+20;0;0.252428042;36;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;33;edit.Queue;Waiting Time;Queue;0.000347414;0.020844827;2E+20;0;0.008337931;24;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;34;edit.Queue;Waiting Time;Queue;0.00313151;0.1878906;2E+20;0;0.11350355;42;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;35;edit.Queue;Waiting Time;Queue;0;0;2E+20;0;0;22;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;36;edit.Queue;Waiting Time;Queue;0.000509341;0.030560456;2E+20;0;0.019864297;39;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;37;edit.Queue;Waiting Time;Queue;0.01394702;0.836821219;2E+20;0;0.22177304;30;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;38;edit.Queue;Waiting Time;Queue;0;0;2E+20;0;0;31;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;39;edit.Queue;Waiting Time;Queue;0.004741004;0.284460231;2E+20;0;0.142230115;30;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;40;edit.Queue;Waiting Time;Queue;0.00404161;0.242496595;2E+20;0;0.073169691;32;Unnamed Projectedit.QueueWaiting TimeQueue;40;0.006997623;0.010967413;0.95;0.003507549;0;0.044023368;0;0.375828303;29.825;0.003507549;40;1
Unnamed Project;2025-07-25 11:06:31;1;Entity 1;NVA Time;Entity;0;0;0;0;0;562;Unnamed ProjectEntity 1NVA TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;1;Entity 1;Other Time;Entity;0.004817818;0.289069051;0.00185462;0;0.277186363;562;Unnamed ProjectEntity 1Other TimeEntity;40;0.005169173;0.00112222;0.95;0.000358903;0.002787289;0.008299519;0;0.688407843;585;0.000358903;40;1
Unnamed Project;2025-07-25 11:06:31;1;Entity 1;Total Time;Entity;0.33412376;20.04742559;3E+20;2.36273E-05;1.185435809;562;Unnamed ProjectEntity 1Total TimeEntity;40;0.320081657;0.068763736;0.95;0.02199171;0.203135951;0.444564172;0;1.639097146;585;0.02199171;40;1
Unnamed Project;2025-07-25 11:06:31;1;Entity 1;Transfer Time;Entity;0;0;0;0;0;562;Unnamed ProjectEntity 1Transfer TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;1;Entity 1;VA Time;Entity;0.107651532;6.459091933;3E+20;2.36273E-05;0.462135911;562;Unnamed ProjectEntity 1VA TimeEntity;40;0.104687342;0.003314112;0.95;0.001059905;0.099092803;0.112840929;0;0.525268903;585;0.001059905;40;1
Unnamed Project;2025-07-25 11:06:31;1;Entity 1;Wait Time;Entity;0.22165441;13.2992646;3E+20;0;0.999374368;562;Unnamed ProjectEntity 1Wait TimeEntity;40;0.210225143;0.067586766;0.95;0.021615297;0.097488366;0.339138;0;1.378239387;585;0.021615297;40;1
Unnamed Project;2025-07-25 11:06:31;2;Entity 1;NVA Time;Entity;0;0;0;0;0;574;Unnamed ProjectEntity 1NVA TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;2;Entity 1;Other Time;Entity;0.005042095;0.30252573;0.002140121;0;0.413510163;574;Unnamed ProjectEntity 1Other TimeEntity;40;0.005169173;0.00112222;0.95;0.000358903;0.002787289;0.008299519;0;0.688407843;585;0.000358903;40;1
Unnamed Project;2025-07-25 11:06:31;2;Entity 1;Total Time;Entity;0.259218275;15.55309651;3E+20;6.57781E-06;1.079799347;574;Unnamed ProjectEntity 1Total TimeEntity;40;0.320081657;0.068763736;0.95;0.02199171;0.203135951;0.444564172;0;1.639097146;585;0.02199171;40;1
Unnamed Project;2025-07-25 11:06:31;2;Entity 1;Transfer Time;Entity;0;0;0;0;0;574;Unnamed ProjectEntity 1Transfer TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;2;Entity 1;VA Time;Entity;0.099092803;5.945568176;0.008795745;6.57781E-06;0.428966895;574;Unnamed ProjectEntity 1VA TimeEntity;40;0.104687342;0.003314112;0.95;0.001059905;0.099092803;0.112840929;0;0.525268903;585;0.001059905;40;1
Unnamed Project;2025-07-25 11:06:31;2;Entity 1;Wait Time;Entity;0.155083377;9.305002602;3E+20;0;0.891752453;574;Unnamed ProjectEntity 1Wait TimeEntity;40;0.210225143;0.067586766;0.95;0.021615297;0.097488366;0.339138;0;1.378239387;585;0.021615297;40;1
Unnamed Project;2025-07-25 11:06:31;3;Entity 1;NVA Time;Entity;0;0;0;0;0;575;Unnamed ProjectEntity 1NVA TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;3;Entity 1;Other Time;Entity;0.004869643;0.292178589;0.0021943;0;0.457393059;575;Unnamed ProjectEntity 1Other TimeEntity;40;0.005169173;0.00112222;0.95;0.000358903;0.002787289;0.008299519;0;0.688407843;585;0.000358903;40;1
Unnamed Project;2025-07-25 11:06:31;3;Entity 1;Total Time;Entity;0.388682181;23.32093086;3E+20;0.000113268;1.362636787;575;Unnamed ProjectEntity 1Total TimeEntity;40;0.320081657;0.068763736;0.95;0.02199171;0.203135951;0.444564172;0;1.639097146;585;0.02199171;40;1
Unnamed Project;2025-07-25 11:06:31;3;Entity 1;Transfer Time;Entity;0;0;0;0;0;575;Unnamed ProjectEntity 1Transfer TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;3;Entity 1;VA Time;Entity;0.106038294;6.362297635;0.009207943;2.56254E-05;0.498510929;575;Unnamed ProjectEntity 1VA TimeEntity;40;0.104687342;0.003314112;0.95;0.001059905;0.099092803;0.112840929;0;0.525268903;585;0.001059905;40;1
Unnamed Project;2025-07-25 11:06:31;3;Entity 1;Wait Time;Entity;0.277774244;16.66645464;3E+20;0;1.094468958;575;Unnamed ProjectEntity 1Wait TimeEntity;40;0.210225143;0.067586766;0.95;0.021615297;0.097488366;0.339138;0;1.378239387;585;0.021615297;40;1
Unnamed Project;2025-07-25 11:06:31;4;Entity 1;NVA Time;Entity;0;0;0;0;0;615;Unnamed ProjectEntity 1NVA TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;4;Entity 1;Other Time;Entity;0.004276121;0.256567248;0.00229251;0;0.333350715;615;Unnamed ProjectEntity 1Other TimeEntity;40;0.005169173;0.00112222;0.95;0.000358903;0.002787289;0.008299519;0;0.688407843;585;0.000358903;40;1
Unnamed Project;2025-07-25 11:06:31;4;Entity 1;Total Time;Entity;0.276153518;16.56921109;3E+20;6.14428E-06;1.125876829;615;Unnamed ProjectEntity 1Total TimeEntity;40;0.320081657;0.068763736;0.95;0.02199171;0.203135951;0.444564172;0;1.639097146;585;0.02199171;40;1
Unnamed Project;2025-07-25 11:06:31;4;Entity 1;Transfer Time;Entity;0;0;0;0;0;615;Unnamed ProjectEntity 1Transfer TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;4;Entity 1;VA Time;Entity;0.099626009;5.97756056;0.008523922;6.14428E-06;0.47775994;615;Unnamed ProjectEntity 1VA TimeEntity;40;0.104687342;0.003314112;0.95;0.001059905;0.099092803;0.112840929;0;0.525268903;585;0.001059905;40;1
Unnamed Project;2025-07-25 11:06:31;4;Entity 1;Wait Time;Entity;0.172251388;10.33508328;3E+20;0;0.797800042;615;Unnamed ProjectEntity 1Wait TimeEntity;40;0.210225143;0.067586766;0.95;0.021615297;0.097488366;0.339138;0;1.378239387;585;0.021615297;40;1
Unnamed Project;2025-07-25 11:06:31;5;Entity 1;NVA Time;Entity;0;0;0;0;0;585;Unnamed ProjectEntity 1NVA TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;5;Entity 1;Other Time;Entity;0.003446943;0.206816573;0.001758929;0;0.188380854;585;Unnamed ProjectEntity 1Other TimeEntity;40;0.005169173;0.00112222;0.95;0.000358903;0.002787289;0.008299519;0;0.688407843;585;0.000358903;40;1
Unnamed Project;2025-07-25 11:06:31;5;Entity 1;Total Time;Entity;0.276278827;16.57672964;3E+20;0.000916234;1.027484928;585;Unnamed ProjectEntity 1Total TimeEntity;40;0.320081657;0.068763736;0.95;0.02199171;0.203135951;0.444564172;0;1.639097146;585;0.02199171;40;1
Unnamed Project;2025-07-25 11:06:31;5;Entity 1;Transfer Time;Entity;0;0;0;0;0;585;Unnamed ProjectEntity 1Transfer TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;5;Entity 1;VA Time;Entity;0.100338761;6.02032567;0.007390626;0.000117761;0.478897523;585;Unnamed ProjectEntity 1VA TimeEntity;40;0.104687342;0.003314112;0.95;0.001059905;0.099092803;0.112840929;0;0.525268903;585;0.001059905;40;1
Unnamed Project;2025-07-25 11:06:31;5;Entity 1;Wait Time;Entity;0.172493123;10.3495874;3E+20;0;0.807087599;585;Unnamed ProjectEntity 1Wait TimeEntity;40;0.210225143;0.067586766;0.95;0.021615297;0.097488366;0.339138;0;1.378239387;585;0.021615297;40;1
Unnamed Project;2025-07-25 11:06:31;6;Entity 1;NVA Time;Entity;0;0;0;0;0;595;Unnamed ProjectEntity 1NVA TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;6;Entity 1;Other Time;Entity;0.0042498;0.254988006;0.00204486;0;0.342735344;595;Unnamed ProjectEntity 1Other TimeEntity;40;0.005169173;0.00112222;0.95;0.000358903;0.002787289;0.008299519;0;0.688407843;585;0.000358903;40;1
Unnamed Project;2025-07-25 11:06:31;6;Entity 1;Total Time;Entity;0.444564172;26.67385032;3E+20;0.000277096;1.478044978;595;Unnamed ProjectEntity 1Total TimeEntity;40;0.320081657;0.068763736;0.95;0.02199171;0.203135951;0.444564172;0;1.639097146;585;0.02199171;40;1
Unnamed Project;2025-07-25 11:06:31;6;Entity 1;Transfer Time;Entity;0;0;0;0;0;595;Unnamed ProjectEntity 1Transfer TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;6;Entity 1;VA Time;Entity;0.101176372;6.070582306;0.007176554;0.000120582;0.519838352;595;Unnamed ProjectEntity 1VA TimeEntity;40;0.104687342;0.003314112;0.95;0.001059905;0.099092803;0.112840929;0;0.525268903;585;0.001059905;40;1
Unnamed Project;2025-07-25 11:06:31;6;Entity 1;Wait Time;Entity;0.339138;20.34828001;3E+20;0;1.297729041;595;Unnamed ProjectEntity 1Wait TimeEntity;40;0.210225143;0.067586766;0.95;0.021615297;0.097488366;0.339138;0;1.378239387;585;0.021615297;40;1
Unnamed Project;2025-07-25 11:06:31;7;Entity 1;NVA Time;Entity;0;0;0;0;0;593;Unnamed ProjectEntity 1NVA TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;7;Entity 1;Other Time;Entity;0.005582534;0.33495204;0.00240459;0;0.412860422;593;Unnamed ProjectEntity 1Other TimeEntity;40;0.005169173;0.00112222;0.95;0.000358903;0.002787289;0.008299519;0;0.688407843;585;0.000358903;40;1
Unnamed Project;2025-07-25 11:06:31;7;Entity 1;Total Time;Entity;0.258710778;15.52264667;3E+20;0.000370877;1.090602882;593;Unnamed ProjectEntity 1Total TimeEntity;40;0.320081657;0.068763736;0.95;0.02199171;0.203135951;0.444564172;0;1.639097146;585;0.02199171;40;1
Unnamed Project;2025-07-25 11:06:31;7;Entity 1;Transfer Time;Entity;0;0;0;0;0;593;Unnamed ProjectEntity 1Transfer TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;7;Entity 1;VA Time;Entity;0.099223086;5.953385157;0.008133329;7.60772E-05;0.483626864;593;Unnamed ProjectEntity 1VA TimeEntity;40;0.104687342;0.003314112;0.95;0.001059905;0.099092803;0.112840929;0;0.525268903;585;0.001059905;40;1
Unnamed Project;2025-07-25 11:06:31;7;Entity 1;Wait Time;Entity;0.153905158;9.234309476;3E+20;0;0.875785144;593;Unnamed ProjectEntity 1Wait TimeEntity;40;0.210225143;0.067586766;0.95;0.021615297;0.097488366;0.339138;0;1.378239387;585;0.021615297;40;1
Unnamed Project;2025-07-25 11:06:31;8;Entity 1;NVA Time;Entity;0;0;0;0;0;554;Unnamed ProjectEntity 1NVA TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;8;Entity 1;Other Time;Entity;0.006478866;0.388731987;0.00356179;0;0.506697821;554;Unnamed ProjectEntity 1Other TimeEntity;40;0.005169173;0.00112222;0.95;0.000358903;0.002787289;0.008299519;0;0.688407843;585;0.000358903;40;1
Unnamed Project;2025-07-25 11:06:31;8;Entity 1;Total Time;Entity;0.297952242;17.8771345;3E+20;0.00021019;1.056405985;554;Unnamed ProjectEntity 1Total TimeEntity;40;0.320081657;0.068763736;0.95;0.02199171;0.203135951;0.444564172;0;1.639097146;585;0.02199171;40;1
Unnamed Project;2025-07-25 11:06:31;8;Entity 1;Transfer Time;Entity;0;0;0;0;0;554;Unnamed ProjectEntity 1Transfer TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;8;Entity 1;VA Time;Entity;0.107553714;6.453222825;0.009903173;0.000170994;0.490283512;554;Unnamed ProjectEntity 1VA TimeEntity;40;0.104687342;0.003314112;0.95;0.001059905;0.099092803;0.112840929;0;0.525268903;585;0.001059905;40;1
Unnamed Project;2025-07-25 11:06:31;8;Entity 1;Wait Time;Entity;0.183919661;11.03517968;3E+20;0;0.888933211;554;Unnamed ProjectEntity 1Wait TimeEntity;40;0.210225143;0.067586766;0.95;0.021615297;0.097488366;0.339138;0;1.378239387;585;0.021615297;40;1
Unnamed Project;2025-07-25 11:06:31;9;Entity 1;NVA Time;Entity;0;0;0;0;0;577;Unnamed ProjectEntity 1NVA TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;9;Entity 1;Other Time;Entity;0.005676751;0.340605074;0.003355576;0;0.366123441;577;Unnamed ProjectEntity 1Other TimeEntity;40;0.005169173;0.00112222;0.95;0.000358903;0.002787289;0.008299519;0;0.688407843;585;0.000358903;40;1
Unnamed Project;2025-07-25 11:06:31;9;Entity 1;Total Time;Entity;0.294955137;17.69730822;3E+20;0.00015489;1.091989599;577;Unnamed ProjectEntity 1Total TimeEntity;40;0.320081657;0.068763736;0.95;0.02199171;0.203135951;0.444564172;0;1.639097146;585;0.02199171;40;1
Unnamed Project;2025-07-25 11:06:31;9;Entity 1;Transfer Time;Entity;0;0;0;0;0;577;Unnamed ProjectEntity 1Transfer TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;9;Entity 1;VA Time;Entity;0.103865516;6.231930952;0.009941194;0.00015489;0.497887166;577;Unnamed ProjectEntity 1VA TimeEntity;40;0.104687342;0.003314112;0.95;0.001059905;0.099092803;0.112840929;0;0.525268903;585;0.001059905;40;1
Unnamed Project;2025-07-25 11:06:31;9;Entity 1;Wait Time;Entity;0.18541287;11.12477219;3E+20;0;0.758502868;577;Unnamed ProjectEntity 1Wait TimeEntity;40;0.210225143;0.067586766;0.95;0.021615297;0.097488366;0.339138;0;1.378239387;585;0.021615297;40;1
Unnamed Project;2025-07-25 11:06:31;10;Entity 1;NVA Time;Entity;0;0;0;0;0;584;Unnamed ProjectEntity 1NVA TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;10;Entity 1;Other Time;Entity;0.004630497;0.277829838;0.002018951;0;0.287083376;584;Unnamed ProjectEntity 1Other TimeEntity;40;0.005169173;0.00112222;0.95;0.000358903;0.002787289;0.008299519;0;0.688407843;585;0.000358903;40;1
Unnamed Project;2025-07-25 11:06:31;10;Entity 1;Total Time;Entity;0.253715024;15.22290144;3E+20;2.21145E-05;0.813430248;584;Unnamed ProjectEntity 1Total TimeEntity;40;0.320081657;0.068763736;0.95;0.02199171;0.203135951;0.444564172;0;1.639097146;585;0.02199171;40;1
Unnamed Project;2025-07-25 11:06:31;10;Entity 1;Transfer Time;Entity;0;0;0;0;0;584;Unnamed ProjectEntity 1Transfer TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;10;Entity 1;VA Time;Entity;0.105045504;6.302730223;0.009985974;2.21145E-05;0.50147536;584;Unnamed ProjectEntity 1VA TimeEntity;40;0.104687342;0.003314112;0.95;0.001059905;0.099092803;0.112840929;0;0.525268903;585;0.001059905;40;1
Unnamed Project;2025-07-25 11:06:31;10;Entity 1;Wait Time;Entity;0.144039023;8.642341379;3E+20;0;0.512322253;584;Unnamed ProjectEntity 1Wait TimeEntity;40;0.210225143;0.067586766;0.95;0.021615297;0.097488366;0.339138;0;1.378239387;585;0.021615297;40;1
Unnamed Project;2025-07-25 11:06:31;11;Entity 1;NVA Time;Entity;0;0;0;0;0;569;Unnamed ProjectEntity 1NVA TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
Unnamed Project;2025-07-25 11:06:31;11;Entity 1;Other Time;Entity;0.005616152;0.336969106;0.003120603;0;0.3508758;569;Unnamed ProjectEntity 1Other TimeEntity;40;0.005169173;0.00112222;0.95;0.000358903;0.002787289;0.008299519;0;0.688407843;585;0.000358903;40;1
Unnamed Project;2025-07-25 11:06:31;11;Entity 1;Total Time;Entity;0.308765708;18.52594247;3E+20;0.000241348;1.248012916;569;Unnamed ProjectEntity 1Total TimeEntity;40;0.320081657;0.068763736;0.95;0.02199171;0.203135951;0.444564172;0;1.639097146;585;0.02199171;40;1
Unnamed Project;2025-07-25 11:06:31;11;Entity 1;Transfer Time;Entity;0;0;0;0;0;569;Unnamed ProjectEntity 1Transfer TimeEntity;40;0;0;0.95;0;0;0;0;0;585;0;40;1
